Airline_Name,Airline_ID,Aircraft_Model,Flight_Type,Source_Airport_Name,Source_Airport_Code,Destination_Airport_Name,Destination_Airport_Code,Airport_region_code,Departure Date,Scheduled_Depature,Actual_Depature,Scheduled_Arrival,Actual_Arrival,Arrival_Date,FREQUENCY,Travel_Time,Accuracy,Validity,Completeness,,,,
Delta_Airlines,UA789,Airbus A350,International,Zhukovsky International Airport,ZIA,Ralph Wien Memorial Airport,OTZ,RU-EU,5/31/2022,10:03 AM,10:28 AM,3:57 AM,3:58 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,AS303,Boeing 777,Domestic,San Luis De Palenque Airport,SQE,Suntar Airport,SUY,CO-SA,10/14/2022,8:58 PM,10:01 PM,3:23 PM,6:10 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,HA707,Airbus A380,International,Yongphulla Airport,YON,Novgorod Airport,NVR,BT-AS,11/10/2022,6:14 AM,7:12 AM,3:38 AM,6:04 AM,12/10/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Vistara,B6202,Airbus A380,International,Kuujjuaq Airport,YVP,,YHP,CA-NA,4/14/2022,12:26 PM,12:30 PM,8:18 AM,10:17 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,F9505,Airbus A380,International,Fuyun Koktokay Airport,FYN,Alzintan Airport,ZIS,CN-AS,6/24/2022,3:40 PM,5:34 PM,11:24 AM,1:34 PM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,HA707,Airbus A380,International,San Antonio Copalar Airport,CJT,Shahroud Airport,RUD,MX-,12/7/2022,6:32 PM,7:26 PM,11:44 AM,1:43 PM,13-07-2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,DL456,Airbus A350,INT,San José Airport,GSJ,Cowley Airport,,GT-NA,3/4/2022,3:06 PM,3:58 PM,8:55 AM,9:40 AM,4/4/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,NK404,Airbus A320,International,L M Clayton Airport,OLF,Bol Airport,BWK,US-NA,3/26/2022,9:53 PM,10:01 PM,3:29 PM,5:29 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,DL456,Boeing 777,DOM,Kharkiv International Airport,HRK,Mid-Carolina Regional Airport,SRW,UA-EU,8/14/2022,6:13 AM,6:16 AM,2:57 AM,5:33 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,HA707,Airbus A350,Domestic,Laval-Entrammes Airport,LVA,Talkeetna Airport,TKA,FR-EU,11/11/2022,9:41 PM,10:03 PM,4:08 PM,4:09 PM,12/11/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Ethihad,SY808,Airbus A380,Domestic,,JDN,Mananara Nord Airport,WMR,US-NA,10/24/2022,7:20 PM,9:22 PM,1:30 PM,4:29 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,NK404,Boeing 787,International,Mora Airport,MXX,Cochrane Airport,YCN,SE-EU,9/7/2022,3:10 PM,5:26 PM,10:44 AM,1:34 PM,10/7/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,NK404,Airbus A350,Domestic,New Cametá Airport,,Changhai Airport,CNI,BR-SA,10/16/2022,10:56 PM,1:17 AM,6:20 PM,8:21 PM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,NK404,Boeing 787,INT,Tengah Air Base,TGA,Saurimo Airport,VHC,,5/18/2022,10:51 PM,11:06 PM,5:54 PM,7:19 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,NK404,Airbus A320,DOM,Hazleton Municipal Airport,HZL,Namsang Airport,NMS,US-NA,8/12/2022,5:05 PM,7:59 PM,11:31 AM,1:59 PM,9/12/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
United_Airlines,AS303,Airbus A380,International,Calgary International Airport,YYC,William P Hobby Airport,,CA-NA,1/13/2022,7:53 PM,10:32 PM,3:32 PM,5:24 PM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,NK404,Airbus A350,International,Dubuque Regional Airport,DBQ,Palmar Sur Airport,PMZ,US-NA,1/3/2022,5:41 PM,7:08 PM,1:03 PM,1:42 PM,2/3/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,HA707,Boeing 787,International,Danilo Atienza Air Base,SGL,Marble Bar Airport,MBB,PH-AS,3/28/2022,11:43 PM,2:09 AM,8:40 PM,11:04 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,HA707,Boeing 737,Domestic,Joe Foss Field Airport,FSD,Ellington Airport,EFD,US-NA,9/11/2022,12:19 PM,2:22 PM,7:06 AM,7:36 AM,10/11/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,AS303,Boeing 747,INT,Clearwater Air Park,CLW,Zabreh Ostrava Airport,ZBE,US-NA,12/26/2022,9:58 PM,10:24 PM,3:04 PM,3:46 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,HA707,Airbus A350,DOM,Yoron Airport,RNJ,,YAX,JP-AS,9/15/2022,4:02 PM,5:07 PM,11:40 AM,12:54 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,UA789,Boeing 777,International,,SLK,Gerald R. Ford International Airport,GRR,US-NA,8/20/2022,3:57 AM,5:08 AM,1:23 AM,4:14 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,G4606,Airbus A330,Domestic,River Cess Airport/Heliport,RVC,Camooweal Airport,CML,LR-AF,4/13/2022,4:36 PM,5:36 PM,11:59 AM,2:40 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,B6202,Airbus A350,INT,La Sarre Airport,SSQ,Alowe Airport,AWE,CA-NA,1/14/2022,3:43 PM,6:21 PM,10:00 AM,10:03 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,AS303,Airbus A350,INT,RAF Lossiemouth,LMO,Shangjie Airport,HSJ,GB-EU,3/5/2022,5:29 PM,7:24 PM,1:15 PM,1:56 PM,4/5/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,AA123,Boeing 777,Domestic,Wemindji Airport,YNC,Dr Juan Plate Airport,VMI,CA-NA,8/23/2022,4:13 AM,6:33 AM,12:27 AM,12:40 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,AS303,Boeing 747,Domestic,Brampton Island Airport,BMP,Teniente Coronel Luis a Mantilla Airport,TUA,AU-OC,5/18/2022,11:55 PM,1:03 AM,6:57 PM,7:11 PM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,F9505,Airbus A320,INT,Gasuke Airport,GBC,Palmdale Regional/USAF Plant 42 Airport,PMD,PG-OC,9/8/2022,7:30 PM,8:02 PM,6:03 PM,6:05 PM,10/8/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,SY808,Boeing 787,Domestic,Rapid City Regional Airport,RAP,Bergerac-Roumanière Airport,EGC,US-,1/13/2022,9:37 AM,12:13 PM,3:35 AM,5:54 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,B6202,Boeing 737,Domestic,Santa Rosa Airport,SRA,El Gora Airport,EGH,,12/24/2022,5:54 AM,8:16 AM,12:25 AM,12:53 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,HA707,Airbus A320,International,Southern Wisconsin Regional Airport,JVL,Berane Airport,,US-NA,5/25/2022,4:56 PM,6:11 PM,10:39 AM,1:06 PM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,B6202,Airbus A380,International,Malacca Airport,MKZ,Hawabango Airport,HWA,MY-AS,5/26/2022,11:22 AM,12:22 PM,7:42 AM,9:57 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,UA789,Boeing 777,Domestic,Morney Airport,OXY,Khaneh Airport,KHA,AU-OC,7/22/2022,7:56 PM,10:10 PM,3:02 PM,4:42 PM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,UA789,Airbus A320,DOM,Khatanga Airport,HTG,Independence Airport,INB,RU-AS,5/9/2022,10:52 AM,10:52 AM,6:41 AM,6:46 AM,6/9/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
United_Airlines,HA707,Airbus A380,Domestic,Zunyi Maotai Airport,WMT,Burgas Airport,BOJ,CN-AS,9/24/2022,9:14 AM,10:55 AM,3:56 AM,5:28 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,AA123,Boeing 777,International,Uige Airport,UGO,Bar River Airport,YEB,AO-AF,6/10/2022,6:59 AM,9:51 AM,2:40 AM,3:11 AM,7/10/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,NK404,Airbus A330,DOM,Tangshan Sannühe Airport,TVS,Puerto Escondido International Airport,PXM,CN-AS,10/13/2022,6:36 AM,7:15 AM,3:29 AM,4:24 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,AA123,Airbus A380,INT,Asosa Airport,ASO,Courchevel Airport,CVF,ET-AF,1/16/2022,11:47 PM,2:04 AM,7:08 PM,7:19 PM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,F9505,Airbus A320,INT,South Indian Lake Airport,XSI,El Nouzha Airport,ALY,CA-NA,5/19/2022,6:07 AM,7:17 AM,12:44 AM,1:07 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,G4606,Airbus A320,Domestic,Grant County Airport,SVC,Golfo de Morrosquillo Airport,,US-NA,5/5/2022,10:41 PM,11:09 PM,8:25 PM,9:16 PM,6/5/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,B6202,Airbus A330,Domestic,Biju Patnaik Airport,BBI,Gulfport Biloxi International Airport,GPT,IN-AS,2/24/2022,5:06 PM,6:25 PM,2:59 PM,4:42 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,DL456,Boeing 737,International,,KII,Caçapava do Sul Airport,0,,4/17/2022,6:08 PM,7:56 PM,1:49 PM,2:10 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,DL456,Airbus A320,International,Emporia Municipal Airport,EMP,Wilmington International Airport,ILM,US-NA,9/17/2022,2:58 PM,5:45 PM,12:15 PM,1:15 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,DL456,Boeing 787,Domestic,,CAZ,Delta Junction Airport,DJN,AU-OC,9/14/2022,8:16 AM,11:03 AM,3:09 AM,5:15 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,G4606,Boeing 777,Domestic,Northeast Philadelphia Airport,PNE,San Ignacio de Moxos Airport,SNM,US-NA,4/24/2022,5:55 PM,8:54 PM,2:25 PM,2:27 PM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,AS303,Boeing 737,DOM,Ine Airport,IMI,Regional Orlando Villas Boas Airport,MBK,MH-OC,3/23/2022,4:04 AM,6:53 AM,12:40 AM,3:29 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,SY808,Airbus A330,INT,Gujrat Airport,GRT,Mizan Teferi Airport,MTF,PK-AS,11/21/2022,7:01 PM,7:15 PM,4:43 PM,7:38 PM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Cathay_Pacific,G4606,Airbus A380,International,Miami Seaplane Base,MPB,Whatì Airport,,US-NA,1/3/2022,1:45 PM,4:00 PM,9:43 AM,12:38 PM,2/3/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
United_Airlines,NK404,Boeing 737,Domestic,Porter County Municipal Airport,VPZ,José Celestino Mutis Airport,BSC,US-NA,6/29/2022,1:08 PM,2:29 PM,10:47 AM,10:55 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,DL456,Boeing 787,INT,Rose Bay Seaplane Base,RSE,Greater Moncton International Airport,YQM,AU-OC,10/29/2022,6:33 AM,7:46 AM,1:30 AM,3:47 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,SY808,Boeing 737,DOM,Comiso Airport,CIY,Veranópolis Airport,0,IT-EU,2/27/2022,1:56 PM,4:18 PM,11:51 AM,1:25 PM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,NK404,Airbus A330,International,Antonio B. Won Pat International Airport,GUM,Rijeka Airport,RJK,,8/9/2022,2:45 PM,4:57 PM,11:52 AM,2:02 PM,9/9/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,G4606,Airbus A350,Domestic,Lichinga Airport,VXC,Malindi Airport,MYD,MZ-AF,4/20/2022,6:09 AM,6:54 AM,3:00 AM,4:04 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,AA123,Airbus A380,International,Baoshan Yunduan Airport,BSD,Menyamya Airport,MYX,CN-AS,6/26/2022,9:48 AM,9:48 AM,5:25 AM,7:11 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,F9505,Airbus A320,INT,Tokyo Haneda International Airport,HND,P C Pelser Airport,KXE,JP-AS,5/26/2022,2:11 PM,2:18 PM,9:01 AM,10:33 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,UA789,Boeing 787,International,Wabush Airport,YWK,San Rafael Airport,LOB,,6/10/2022,7:49 PM,9:43 PM,5:25 PM,7:37 PM,7/10/2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,HA707,Boeing 787,Domestic,Tata Airport,LEK,Caen-Carpiquet Airport,CFR,GN-AF,1/11/2022,8:16 PM,8:20 PM,6:04 PM,8:46 PM,1/11/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,B6202,Boeing 787,Domestic,Bali Airport,BLC,Xiamen Gaoqi International Airport,,CM-AF,1/26/2022,6:32 AM,7:46 AM,12:31 AM,2:36 AM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,AS303,Boeing 777,INT,Sintang(Susilo) Airport,SQG,Warukin Airport,TJG,ID-AS,7/10/2022,7:03 PM,7:43 PM,2:35 PM,4:00 PM,8/10/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,DL456,Airbus A380,Domestic,Shamshernagar Airport,ZHM,Almería International Airport,LEI,BD-AS,4/13/2022,8:54 PM,10:18 PM,8:13 PM,10:01 PM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,NK404,Boeing 737,DOM,Myitkyina Airport,MYT,Surkhet Airport,SKH,MM-AS,9/16/2022,2:11 PM,4:09 PM,11:17 AM,1:05 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,SY808,Boeing 777,INT,Mc Cook Ben Nelson Regional Airport,MCK,Wake Island Airfield,AWK,US-NA,9/13/2022,2:38 PM,4:26 PM,9:48 AM,11:28 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,SY808,Airbus A320,DOM,Tribhuvan International Airport,KTM,Hattiesburg Laurel Regional Airport,PIB,NP-AS,1/27/2022,9:33 PM,10:05 PM,8:48 PM,8:53 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,HA707,Boeing 747,INT,New Halfa Airport,NHF,Sunan Shuofang International Airport,WUX,SD-AF,8/10/2022,12:57 PM,1:46 PM,9:30 AM,11:45 AM,9/10/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,WN101,Boeing 787,International,Tinak Airport,TIC,Héroes De Malvinas Airport,TDL,MH-OC,10/10/2022,8:26 AM,9:32 AM,4:32 AM,6:16 AM,11/10/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,DL456,Airbus A380,International,Cakung Airport,BCH,Labasa Airport,LBS,TL-AS,12/17/2022,2:51 PM,3:30 PM,9:22 AM,9:41 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,B6202,Airbus A350,Domestic,Delingha Airport,HXD,Lindi Airport,LDI,CN-AS,7/18/2022,1:06 PM,2:26 PM,11:02 AM,1:31 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,WN101,Airbus A350,Domestic,,UTM,,,US-NA,10/3/2022,2:38 AM,5:10 AM,1:03 AM,3:48 AM,11/3/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,UA789,Boeing 777,INT,San Angelo Regional Mathis Field,SJT,Beaufort County Airport,BFT,US-NA,6/20/2022,9:37 PM,11:01 PM,6:47 PM,7:44 PM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,B6202,Airbus A320,INT,Legazpi City International Airport,LGP,Barrow Walney Island Airport,BWF,PH-AS,5/17/2022,8:13 PM,8:59 PM,5:08 PM,7:55 PM,,bimonthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,UA789,Airbus A320,INT,,MEQ,,SXG,ID-AS,12/3/2022,9:41 PM,11:02 PM,6:51 PM,7:07 PM,13-03-2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Ethihad,B6202,Airbus A350,DOM,Gods Lake Narrows Airport,YGO,La Ronge Airport,YVC,CA-NA,2/12/2022,8:31 AM,8:49 AM,7:34 AM,8:23 AM,3/12/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,UA789,Airbus A350,Domestic,Enejit Airport,EJT,Pittsburgh International Airport,PIT,MH-OC,3/20/2022,10:07 AM,11:08 AM,6:40 AM,9:36 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,AS303,Airbus A380,International,Kos Airport,KGS,Mário de Almeida Franco Airport,UBA,GR-EU,10/25/2022,12:41 PM,1:13 PM,10:28 AM,12:42 PM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,UA789,Airbus A350,International,Gol Airport,GLL,Norfolk International Airport,ORF,NO-EU,11/26/2022,6:58 AM,7:12 AM,2:49 AM,3:27 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,AA123,Boeing 787,International,,AIK,Robert Gray  Army Air Field Airport,GRK,US-NA,11/2/2022,11:54 PM,12:05 AM,8:34 PM,11:12 PM,12/2/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Lufthansa,WN101,Boeing 737,International,,TRM,Alberto Lleras Camargo Airport,SOX,,5/5/2022,3:20 PM,4:22 PM,12:35 PM,3:04 PM,6/5/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Qantas,NK404,Airbus A380,International,Bedwell Harbour Seaplane Base,YBW,Mosjøen Airport (Kjærstad),MJF,CA-NA,5/23/2022,9:22 AM,12:00 PM,6:15 AM,6:26 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Delta_Airlines,B6202,Airbus A320,Domestic,Parndana Airport,PDN,Ta’if Regional Airport,TIF,AU-OC,12/11/2022,7:47 AM,9:46 AM,3:23 AM,3:40 AM,13-11-2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Ethihad,UA789,Boeing 737,Domestic,Sogndal Airport,SOG,Moron Air Base,OZP,NO-EU,2/8/2022,5:31 AM,7:52 AM,4:19 AM,6:24 AM,3/8/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,NK404,Boeing 747,International,Gazipaşa Airport,GZP,Naknek Airport,NNK,TR-AS,7/25/2022,11:33 PM,1:36 AM,9:31 PM,10:57 PM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,NK404,Boeing 777,DOM,Dax Seyresse Airport,XDA,Bemolanga Airport,BZM,FR-EU,3/7/2022,4:44 AM,7:07 AM,4:46 AM,5:16 AM,4/7/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Emirates,AS303,Airbus A380,International,Suceava Stefan cel Mare Airport,SCV,Bengbu Airport,BFU,RO-EU,1/4/2022,5:21 PM,5:59 PM,12:24 PM,1:24 PM,2/4/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Emirates,F9505,Airbus A330,INT,Amboseli Airport,ASV,Mopah Airport,MKQ,KE-AF,2/4/2022,10:48 PM,11:37 PM,6:13 PM,8:35 PM,3/4/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Ethihad,F9505,Boeing 747,INT,,,Vilyuisk Airport,VYI,US-NA,10/21/2022,11:02 PM,1:09 AM,8:39 PM,11:23 PM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Qantas,WN101,Airbus A330,International,Tumbler Ridge Airport,TUX,Wilmington Airpark,ILN,CA-NA,5/12/2022,5:59 AM,6:19 AM,2:53 AM,3:03 AM,6/12/2022,daily,,INACCURATE,VALID,COMPLETE,,,,
Delta_Airlines,HA707,Airbus A350,International,Page Municipal Airport,PGA,Southern Cross Airport,SQC,US-NA,7/7/2022,5:22 AM,6:20 AM,5:02 AM,7:57 AM,7/7/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Cathay_Pacific,SY808,Airbus A350,International,Angelina County Airport,LFK,Grant County Airport,PGC,US-NA,9/25/2022,7:30 AM,10:24 AM,3:09 AM,4:22 AM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Air_France,UA789,Boeing 747,Domestic,Zaragoza Air Base,ZAZ,Huehuetenango Airport,HUG,,10/9/2022,2:21 AM,3:51 AM,12:08 AM,2:05 AM,11/9/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,G4606,Boeing 777,INT,Kaiapit Airport,KIA,Šiauliai International Airport,SQQ,PG-OC,9/7/2022,1:33 PM,2:33 PM,9:34 AM,12:19 PM,10/7/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,F9505,Airbus A380,INT,,MXX,Teniente Col Carmelo Peralta Airport,CIO,SE-EU,4/6/2022,10:32 PM,10:52 PM,9:38 PM,9:57 PM,5/6/2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,AA123,Airbus A330,Domestic,Manari Airport,MRM,Tokunoshima Airport,TKN,PG-OC,12/16/2022,8:18 AM,9:21 AM,6:38 AM,7:56 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,AS303,Boeing 747,International,Masindi Airport,KCU,Northern Maine Regional Airport at Presque Isle,PQI,UG-AF,9/2/2022,9:05 AM,11:59 AM,8:23 AM,9:14 AM,10/2/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Qatar_Airways,NK404,Boeing 737,INT,Biliau Airport,BIJ,Barquisimeto International Airport,BRM,PG-OC,1/23/2022,3:15 PM,3:34 PM,1:00 PM,2:20 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,SY808,Airbus A380,International,Monaco Heliport,MCM,Tikapur Airport,,MC-EU,12/28/2022,1:00 PM,3:43 PM,10:01 AM,11:21 AM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Qatar_Airways,F9505,Airbus A380,International,Brisbane Archerfield Airport,ACF,Qala-I-Naw Airport,LQN,AU-OC,12/21/2022,4:04 AM,5:12 AM,1:29 AM,3:27 AM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,WN101,Boeing 777,International,Ati Airport,ATV,Kamloops Airport,YKA,TD-AF,1/14/2022,8:35 PM,10:54 PM,8:29 PM,9:22 PM,,weekly,,INACCURATE,VALID,INCOMPLETE,,,,
Singapore_Airlines,B6202,Boeing 777,Domestic,Westchester County Airport,HPN,Ikerassaarsuk Heliport,QRY,US-NA,4/6/2022,9:37 AM,11:21 AM,10:06 AM,12:41 PM,4/6/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
Qantas,G4606,Airbus A320,Domestic,Fane Airport,FNE,La Pedrera Airport,LPD,PG-,1/7/2022,10:13 AM,10:57 AM,8:08 AM,9:29 AM,2/7/2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,UA789,Airbus A350,International,Karluk Lake Seaplane Base,KKL,Dr Augusto Roberto Fuster International Airport,PJC,US-NA,7/20/2022,5:43 AM,6:08 AM,5:53 AM,5:57 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Lufthansa,SY808,Boeing 787,International,Moomba Airport,MOO,,HEA,AU-,9/5/2022,8:38 PM,9:30 PM,8:11 PM,9:53 PM,9/5/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,G4606,Boeing 787,International,Yuendumu Airport,YUE,Addison Airport,,AU-OC,5/7/2022,4:53 PM,6:20 PM,2:49 PM,4:14 PM,6/7/2022,weekly,,INACCURATE,VALID,COMPLETE,,,,
Emirates,F9505,Airbus A330,Domestic,JAGS McCartney International Airport,GDT,Sheremetyevo International Airport,SVO,,12/21/2022,7:00 AM,9:39 AM,3:31 AM,4:32 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
United_Airlines,F9505,Boeing 737,INT,Wiluna Airport,WUN,Quincy Regional Baldwin Field,UIN,AU-OC,8/9/2022,3:19 PM,4:22 PM,2:12 PM,2:54 PM,9/9/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Singapore_Airlines,F9505,Boeing 787,International,Keokuk Municipal Airport,EOK,"Oesman Sadik Airport, Labuha",LAH,US-NA,9/14/2022,5:53 PM,6:43 PM,4:56 PM,6:26 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Vistara,WN101,Boeing 787,International,Croker Island Airport,CKI,Lissadell Airport,LLL,AU-OC,3/21/2022,5:10 PM,6:40 PM,1:43 PM,1:49 PM,,biweekly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,WN101,Boeing 747,Domestic,Tilin Airport,TIO,Willmar Municipal -John L Rice Field,ILL,MM-AS,9/25/2022,5:53 PM,7:22 PM,3:59 PM,6:16 PM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
Emirates,AA123,Boeing 787,International,Ilo Airport,ILQ,Aripuanã Airport,AIR,PE-SA,12/12/2022,5:26 PM,6:03 PM,12:47 PM,2:36 PM,13-12-2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Qantas,UA789,Airbus A380,INT,Pathein Airport,BSX,Itokama Airport,ITK,MM-AS,7/10/2022,7:49 AM,8:32 AM,4:36 AM,4:39 AM,8/10/2022,biweekly,,INACCURATE,VALID,COMPLETE,,,,
Vistara,WN101,Airbus A380,INT,Petersburg James A Johnson Airport,PSG,Lakeland-Noble F. Lee Memorial field,ARV,US-NA,4/28/2022,3:19 PM,5:27 PM,12:52 PM,1:06 PM,,daily,,INACCURATE,VALID,INCOMPLETE,,,,
Ethihad,UA789,Boeing 747,INT,,BPE,El Nido Airport,ENI,CN-AS,10/8/2022,11:05 AM,11:46 AM,9:53 AM,12:51 PM,10/8/2022,bimonthly,,INACCURATE,VALID,COMPLETE,,,,
Air_France,WN101,Boeing 787,Domestic,Roma Airport,,Rafha Domestic Airport,RAH,AU-OC,7/6/2022,11:55 PM,12:34 AM,10:17 PM,11:17 PM,8/6/2022,monthly,,INACCURATE,VALID,COMPLETE,,,,
United_Airlines,SY808,Boeing 777,Domestic,,DVP,Sa Pran Nak Airport,KKM,AU-OC,10/29/2022,6:28 AM,8:46 AM,4:35 AM,7:17 AM,,monthly,,INACCURATE,VALID,INCOMPLETE,,,,
